id,profit0,online0
26824,20,0
26825,6,0
26826,2,0
26827,-19,0
26828,-2,0
26829,-16,0
26830,-85,1
26831,-49,0
26832,895,0
26833,,
26834,-36,0
26835,-74,0
26836,11,0
26837,-59,0
26838,-22,1
26839,1113,0
26840,-7,0
26841,-237,0
26842,505,1
26843,177,0
26844,-69,0
26845,9,0
26846,168,1
26847,-30,1
26848,590,0
26849,-190,1
26850,,
26851,20,0
26852,,
26853,34,0
26854,342,1
26855,18,1
26856,97,0
26857,28,0
26858,180,0
26859,90,0
26860,-118,0
26861,314,1
26862,1085,0
26863,452,0
26864,519,0
26865,119,0
26866,4,0
26867,60,0
26868,286,0
26869,-92,0
26870,,
26871,,
26872,484,0
26873,10,0
26874,204,0
26875,17,0
26876,352,0
26877,708,0
26878,264,1
26879,-183,0
26880,77,1
26881,,
26882,,
26883,,
26884,108,1
26885,-1,0
26886,,
26887,,
26888,-32,0
26889,1,0
26890,186,0
26891,,
26892,145,0
26893,696,0
26894,-49,0
26895,187,0
26896,92,0
26897,40,0
26898,136,0
26899,23,0
26900,483,0
26901,479,1
26902,67,0
26903,-46,1
26904,,
26905,249,1
26906,,
26907,163,1
26908,,
26909,8,0
26910,,
26911,35,0
26912,124,0
26913,31,0
26914,0,0
26915,-89,0
26916,156,1
26917,210,0
26918,301,0
26919,-52,0
26920,-16,0
26921,545,0
26922,290,0
26923,-33,0
26924,600,0
26925,68,0
26926,176,0
26927,715,1
26928,-99,0
26929,-29,0
26930,61,0
26931,,
26932,-165,0
26933,-18,0
26934,134,0
26935,-30,0
26936,-53,0
26937,,
26938,,
26939,286,1
26940,26,0
26941,-23,0
26942,,
26943,642,0
26944,,
26945,,
26946,594,0
26947,187,0
26948,56,0
26949,-32,0
26950,-68,0
26951,188,0
26952,511,0
26953,-48,0
26954,-30,0
26955,139,0
26956,-67,0
26957,2219,0
26958,,
26959,739,0
26960,-14,0
26961,,
26962,722,0
26963,-56,0
26964,-106,0
26965,-30,0
26966,20,0
26967,-45,0
26968,-112,0
26969,165,0
26970,,
26971,,
26972,-76,0
26973,-109,0
26974,,
26975,-31,0
26976,-32,0
26977,-101,0
26978,38,0
26979,-6,0
26980,104,0
26981,-3,0
26982,380,1
26983,-32,0
26984,1079,1
26985,-42,0
26986,45,0
26987,,
26988,558,1
26989,10,0
26990,173,0
26991,-141,0
26992,43,1
26993,-32,0
26994,194,0
26995,61,0
26996,457,1
26997,-43,0
26998,49,0
26999,-89,0
27000,68,0
27001,79,0
27002,150,0
27003,10,0
27004,34,0
27005,-29,0
27006,826,0
27007,-24,0
27008,,
27009,,
27010,230,0
27011,-66,0
27012,128,0
27013,-46,0
27014,-8,0
27015,380,1
27016,-177,0
27017,-46,0
27018,,
27019,-21,1
27020,204,0
27021,294,1
27022,,
27023,-60,0
27024,2,0
27025,537,0
27026,-117,1
27027,335,0
27028,-8,0
27029,935,0
27030,385,0
27031,185,0
27032,220,0
27033,-112,0
27034,82,0
27035,-43,0
27036,-87,0
27037,210,0
27038,-8,0
27039,-46,0
27040,-34,0
27041,75,0
27042,,
27043,90,0
27044,412,1
27045,,
27046,114,0
27047,8,0
27048,164,0
27049,51,0
27050,-60,0
27051,545,0
27052,,
27053,43,0
27054,-7,0
27055,95,0
27056,620,1
27057,,
27058,,
27059,244,0
27060,81,0
27061,28,0
27062,48,0
27063,-155,1
27064,-68,0
27065,-32,0
27066,-79,0
27067,234,1
27068,208,0
27069,153,0
27070,16,0
27071,,
27072,249,0
27073,125,0
27074,-77,1
27075,27,0
27076,346,0
27077,473,0
27078,-28,0
27079,,
27080,3,0
27081,1189,1
27082,-8,0
27083,-27,0
27084,-8,1
27085,256,0
27086,1,0
27087,837,1
27088,,
27089,33,0
27090,217,0
27091,221,0
27092,872,0
27093,-94,0
27094,42,0
27095,-85,0
27096,77,0
27097,9,0
27098,14,0
27099,-120,0
27100,-39,1
27101,,
27102,408,0
27103,265,1
27104,91,1
27105,520,0
27106,-2,0
27107,176,0
27108,,
27109,-58,0
27110,-30,0
27111,-15,0
27112,,
27113,-62,0
27114,,
27115,,
27116,131,1
27117,,
27118,277,0
27119,91,0
27120,108,0
27121,44,0
27122,-14,0
27123,16,1
27124,122,0
27125,-49,0
27126,432,0
27127,-26,0
27128,-65,0
27129,469,1
27130,-22,1
27131,7,0
27132,-46,0
27133,-37,1
27134,-16,0
27135,,
27136,715,0
27137,87,1
27138,29,0
27139,244,1
27140,281,0
27141,-3,0
27142,300,0
27143,,
27144,-31,0
27145,24,0
27146,927,1
27147,231,0
27148,434,0
27149,180,0
27150,251,0
27151,202,0
27152,83,0
27153,1,0
27154,217,0
27155,,
27156,-37,0
27157,-25,0
27158,-12,0
27159,,
27160,118,0
27161,-15,0
27162,117,1
27163,-106,1
27164,36,0
27165,63,0
27166,-21,0
27167,120,0
27168,-58,1
27169,-26,0
27170,-39,0
27171,-20,0
27172,667,0
27173,380,0
27174,54,0
27175,195,1
27176,-56,0
27177,1415,0
27178,-11,1
27179,193,0
27180,9,0
27181,-31,0
27182,-46,1
27183,166,0
27184,20,0
27185,-18,1
27186,,
27187,-80,0
27188,10,0
27189,113,0
27190,-24,0
27191,63,0
27192,-53,0
27193,1416,1
27194,7,0
27195,,
27196,27,0
27197,34,0
27198,,
27199,,
27200,,
27201,-63,0
27202,74,0
27203,40,0
27204,44,0
27205,-223,0
27206,461,0
27207,-6,1
27208,,
27209,-3,0
27210,-30,0
27211,-64,0
27212,-15,0
27213,,
27214,400,0
27215,17,0
27216,,
27217,10,0
27218,,
27219,,
27220,-26,1
27221,-265,0
27222,-72,0
27223,-24,0
27224,959,0
27225,130,0
27226,53,0
27227,93,0
27228,,
27229,,
27230,-29,1
27231,347,0
27232,-30,1
27233,-5,0
27234,-18,0
27235,,
27236,,
27237,-84,0
27238,,
27239,79,0
27240,,
27241,-19,0
27242,-27,0
27243,,
27244,-101,1
27245,,
27246,-102,1
27247,-24,0
27248,,
27249,-27,0
27250,-91,0
27251,-95,0
27252,120,0
27253,31,1
27254,,
27255,-31,0
27256,-39,1
27257,15,1
27258,-30,0
27259,195,0
27260,-24,0
27261,277,1
27262,-52,0
27263,64,0
27264,-118,0
27265,-1,0
27266,-155,0
27267,29,0
27268,4,0
27269,33,1
27270,35,1
27271,-27,0
27272,-88,0
27273,107,0
27274,214,0
27275,926,0
27276,-101,1
27277,-30,0
27278,-128,0
27279,118,1
27280,255,0
27281,18,0
27282,-5,0
27283,-74,0
27284,71,0
27285,753,0
27286,291,0
27287,,
27288,,
27289,16,0
27290,-28,0
27291,304,0
27292,239,1
27293,174,1
27294,-94,0
27295,-37,0
27296,201,0
27297,247,0
27298,-1,0
27299,,
27300,,
27301,586,0
27302,-59,1
27303,114,0
27304,-50,1
27305,,
27306,-30,0
27307,-73,0
27308,36,0
27309,12,0
27310,,
27311,205,1
27312,134,0
27313,-6,0
27314,247,0
27315,134,0
27316,118,1
27317,437,0
27318,,
27319,93,1
27320,130,0
27321,344,0
27322,-12,0
27323,131,0
27324,,
27325,-108,1
27326,128,0
27327,419,0
27328,-46,0
27329,99,1
27330,373,1
27331,-8,0
27332,84,0
27333,1,0
27334,61,0
27335,11,0
27336,346,0
27337,,
27338,374,0
27339,295,0
27340,725,0
27341,48,0
27342,-6,0
27343,-38,0
27344,140,0
27345,-44,0
27346,182,0
27347,425,0
27348,59,0
27349,101,0
27350,-65,0
27351,,
27352,1951,0
27353,232,0
27354,115,0
27355,557,0
27356,296,0
27357,212,0
27358,-124,1
27359,,
27360,28,0
27361,111,0
27362,-1,0
27363,185,1
27364,108,0
27365,,
27366,-40,0
27367,315,1
27368,-10,0
27369,176,0
27370,-35,0
27371,13,0
27372,205,0
27373,374,0
27374,-2,0
27375,-31,0
27376,71,0
27377,49,0
27378,345,0
27379,-98,0
27380,462,1
27381,492,0
27382,219,0
27383,201,0
27384,-2,0
27385,,
27386,678,1
27387,,
27388,28,0
27389,83,1
27390,780,0
27391,57,0
27392,27,0
27393,42,0
27394,-28,0
27395,444,0
27396,-78,1
27397,-59,0
27398,88,0
27399,-80,1
27400,177,0
27401,,
27402,-27,0
27403,,
27404,600,0
27405,,
27406,49,0
27407,-71,1
27408,-47,0
27409,-37,0
27410,-112,0
27411,5,0
27412,-95,0
27413,-32,0
27414,2,0
27415,-64,0
27416,-1,0
27417,2,0
27418,-24,0
27419,183,0
27420,446,0
27421,647,0
27422,77,0
27423,,
27424,13,0
27425,,
27426,151,1
27427,25,0
27428,239,0
27429,1561,0
27430,,
27431,-25,0
27432,63,0
27433,235,0
27434,146,0
27435,,
27436,323,0
27437,,
27438,1047,1
27439,-46,0
27440,408,0
27441,178,0
27442,-65,0
27443,-16,0
27444,164,0
27445,91,1
27446,9,0
27447,,
27448,163,1
27449,1,0
27450,51,1
27451,-31,0
27452,270,1
27453,-10,0
27454,,
27455,297,0
27456,-83,1
27457,642,0
27458,549,0
27459,64,0
27460,271,0
27461,-6,1
27462,-25,0
27463,398,1
27464,,
27465,1,0
27466,-10,0
27467,119,1
27468,903,1
27469,829,0
27470,159,0
27471,1492,1
27472,24,1
27473,125,0
27474,-15,0
27475,4,0
27476,-221,1
27477,,
27478,-35,0
27479,-80,1
27480,148,0
27481,,
27482,-28,0
27483,86,1
27484,159,0
27485,-32,0
27486,-23,0
27487,-22,0
27488,215,0
27489,67,1
27490,,
27491,60,0
27492,-75,0
27493,-47,0
27494,-5,0
27495,454,0
27496,196,0
27497,,
27498,117,0
27499,511,1
27500,2,1
27501,60,1
27502,-200,1
27503,-5,0
27504,103,0
27505,-154,0
27506,400,0
27507,-44,0
27508,270,0
27509,-2,0
27510,,
27511,-103,0
27512,-9,0
27513,145,0
27514,416,0
27515,174,0
27516,13,0
27517,350,0
27518,15,1
27519,,
27520,91,0
27521,102,0
27522,,
27523,-2,0
27524,,
27525,-22,0
27526,394,0
27527,-43,0
27528,36,1
27529,485,0
27530,-55,1
27531,,
27532,163,0
27533,298,0
27534,,
27535,170,0
27536,-2,0
27537,441,0
27538,331,0
27539,302,0
27540,,
27541,-64,1
27542,24,1
27543,-102,0
27544,54,0
27545,-14,0
27546,51,0
27547,517,0
27548,0,0
27549,-30,0
27550,44,1
27551,497,0
27552,-13,1
27553,-25,0
27554,-50,0
27555,176,0
27556,388,0
27557,,
27558,160,0
27559,,
27560,-129,0
27561,403,0
27562,451,1
27563,659,1
27564,65,0
27565,-4,0
27566,963,0
27567,,
27568,-107,0
27569,,
27570,-32,0
27571,326,0
27572,63,0
27573,265,1
27574,377,0
27575,76,0
27576,,
27577,,
27578,295,0
27579,-84,0
27580,-21,0
27581,-33,0
27582,-22,0
27583,15,1
27584,-59,0
27585,-59,0
27586,,
27587,-109,1
27588,,
27589,-29,0
27590,-147,0
27591,,
27592,,
27593,203,0
27594,,
27595,,
27596,-127,1
27597,209,0
27598,240,1
27599,-26,0
27600,614,0
27601,,
27602,312,0
27603,2,0
27604,-35,0
27605,636,0
27606,62,0
27607,78,0
27608,-23,1
27609,157,0
27610,-75,0
27611,1,0
27612,418,0
27613,,
27614,32,0
27615,98,0
27616,347,0
27617,-36,0
27618,201,0
27619,138,0
27620,624,0
27621,-29,1
27622,,
27623,-65,1
27624,159,0
27625,1153,1
27626,132,0
27627,,
27628,-15,0
27629,342,0
27630,36,0
27631,42,0
27632,-122,0
27633,-81,0
27634,-9,1
27635,-26,1
27636,14,0
27637,,
27638,160,0
27639,295,0
27640,466,0
27641,70,1
27642,87,0
27643,15,0
27644,-36,0
27645,,
27646,-102,0
27647,119,0
27648,,
27649,-25,0
27650,-51,0
27651,-2,0
27652,191,0
27653,46,1
27654,-41,0
27655,-33,0
27656,398,1
27657,15,0
27658,-1,0
27659,-80,0
27660,70,1
27661,164,0
27662,317,0
27663,43,0
27664,,
27665,-21,0
27666,,
27667,449,1
27668,21,0
27669,-54,0
27670,47,0
27671,,
27672,789,0
27673,139,0
27674,-120,0
27675,119,0
27676,10,0
27677,156,1
27678,,
27679,77,0
27680,669,0
27681,,
27682,-72,1
27683,-125,0
27684,-20,0
27685,,
27686,12,0
27687,,
27688,-135,1
27689,243,1
27690,482,0
27691,1,0
27692,-32,0
27693,35,0
27694,184,0
27695,-54,1
27696,-42,0
27697,-2,0
27698,-110,0
27699,-80,0
27700,,
27701,-49,0
27702,-104,0
27703,12,0
27704,213,1
27705,24,1
27706,142,0
27707,-36,0
27708,-15,0
27709,,
27710,200,1
27711,85,0
27712,-28,0
27713,-28,0
27714,,
27715,2,0
27716,,
27717,384,0
27718,-63,0
27719,97,1
27720,370,0
27721,-119,1
27722,547,0
27723,209,0
27724,193,0
27725,30,0
27726,650,0
27727,,
27728,-11,0
27729,1769,0
27730,834,0
27731,-114,0
27732,,
27733,703,0
27734,27,0
27735,103,1
27736,191,0
27737,,
27738,-21,0
27739,608,0
27740,,
27741,1019,0
27742,213,0
27743,-170,0
27744,-52,0
27745,100,0
27746,405,0
27747,26,0
27748,1755,0
27749,17,0
27750,147,0
27751,-65,1
27752,-48,0
27753,80,0
27754,68,0
27755,818,0
27756,16,1
27757,199,0
27758,145,0
27759,64,0
27760,-61,0
27761,12,0
27762,228,0
27763,-115,1
27764,446,0
27765,,
27766,,
27767,-51,0
27768,-87,0
27769,-58,0
27770,121,0
27771,551,0
27772,,
27773,236,1
27774,67,0
27775,,
27776,-47,0
27777,-67,1
27778,-27,0
27779,46,0
27780,61,0
27781,-25,0
27782,2,0
27783,1,0
27784,588,1
27785,700,0
27786,148,0
27787,,
27788,,
27789,,
27790,10,0
27791,-32,1
27792,3,0
27793,,
27794,-48,0
27795,-52,0
27796,459,1
27797,-15,0
27798,15,0
27799,57,0
27800,,
27801,366,0
27802,1149,0
27803,,
27804,,
27805,,
27806,63,0
27807,19,1
27808,700,0
27809,378,0
27810,395,0
27811,12,0
27812,-68,0
27813,,
27814,,
27815,88,0
27816,1648,0
27817,1623,0
27818,1145,0
27819,55,0
27820,,
27821,-131,0
27822,-25,0
27823,-29,0
27824,272,1
27825,50,0
27826,766,0
27827,-17,0
27828,1,0
27829,118,1
27830,-4,0
27831,248,0
27832,-41,0
27833,-46,1
27834,-65,1
27835,,
27836,651,0
27837,91,1
27838,-20,0
27839,13,0
27840,9,0
27841,65,0
27842,-14,0
27843,68,0
27844,,
27845,485,0
27846,-40,1
27847,-42,0
27848,156,0
27849,-136,0
27850,987,0
27851,427,0
27852,,
27853,354,0
27854,152,1
27855,-42,1
27856,-54,0
27857,,
27858,63,0
27859,-59,0
27860,-26,0
27861,264,0
27862,-31,1
27863,-8,0
27864,1156,0
27865,74,0
27866,,
27867,10,0
27868,-143,0
27869,-28,0
27870,0,0
27871,-15,0
27872,-5,0
27873,2575,0
27874,,
27875,386,1
27876,,
27877,,
27878,-3,0
27879,2895,1
27880,21,0
27881,632,1
27882,106,1
27883,-66,0
27884,723,0
27885,723,1
27886,45,0
27887,98,1
27888,,
27889,41,0
27890,,
27891,-51,0
27892,66,0
27893,17,1
27894,,
27895,-5,1
27896,-49,0
27897,,
27898,61,0
27899,-95,0
27900,1243,0
27901,,
27902,,
27903,,
27904,,
27905,,
27906,49,1
27907,119,0
27908,,
27909,-3,0
27910,,
27911,-70,0
27912,300,0
27913,269,0
27914,-62,0
27915,59,0
27916,77,0
27917,,
27918,-157,0
27919,,
27920,16,1
27921,311,0
27922,26,0
27923,90,0
27924,105,1
27925,519,0
27926,166,0
27927,,
27928,322,0
27929,285,0
27930,444,0
27931,-46,1
27932,21,0
27933,11,1
27934,153,0
27935,205,0
27936,308,0
27937,1,1
27938,59,0
27939,267,0
27940,-46,0
27941,-77,0
27942,40,0
27943,,
27944,28,0
27945,-12,0
27946,-113,0
27947,-117,0
27948,0,0
27949,177,0
27950,,
27951,0,0
27952,-1,0
27953,-7,0
27954,,
27955,88,0
27956,,
27957,-6,1
27958,623,1
27959,267,0
27960,,
27961,-24,0
27962,74,1
27963,415,0
27964,-112,0
27965,-92,0
27966,801,1
27967,-18,0
27968,76,0
27969,44,1
27970,422,0
27971,-20,0
27972,,
27973,656,0
27974,69,0
27975,-5,0
27976,-77,0
27977,-24,0
27978,-127,0
27979,52,0
27980,-57,0
27981,,1
27982,2,1
27983,-96,0
27984,104,0
27985,,
27986,-123,0
27987,558,0
27988,5,0
27989,-28,0
27990,213,0
27991,65,0
27992,197,0
27993,116,0
27994,359,0
27995,98,0
27996,-59,0
27997,,
27998,-28,0
27999,507,0
28000,-34,0
28001,126,1
28002,-131,0
28003,349,1
28004,116,0
28005,-192,1
28006,194,1
28007,-70,0
28008,145,0
28009,325,0
28010,729,0
28011,-37,0
28012,-37,0
28013,-70,0
28014,1734,0
28015,-166,0
28016,-23,0
28017,,
28018,8,0
28019,-19,1
28020,-12,0
28021,360,0
28022,,
28023,-42,0
28024,257,0
28025,,
28026,338,0
28027,246,1
28028,-39,0
28029,,
28030,386,0
28031,-4,0
28032,43,0
28033,-27,0
28034,265,1
28035,49,0
28036,258,0
28037,,
28038,,
28039,181,1
28040,,
28041,-3,0
28042,569,0
28043,59,0
28044,35,0
28045,57,0
28046,75,1
28047,107,0
28048,431,0
28049,213,0
28050,-37,0
28051,-69,1
28052,324,1
28053,111,1
28054,33,0
28055,,
28056,-50,0
28057,256,0
28058,-34,0
28059,-33,0
28060,12,0
28061,-76,1
28062,-18,0
28063,-42,0
28064,497,0
28065,1,0
28066,641,1
28067,144,0
28068,,
28069,-4,0
28070,-2,0
28071,-26,0
28072,-48,0
28073,,
28074,,
28075,197,0
28076,-58,0
28077,52,0
28078,19,0
28079,-85,1
28080,328,0
28081,1428,0
28082,-32,0
28083,30,1
28084,,
28085,16,0
28086,-24,0
28087,,
28088,418,0
28089,-7,1
28090,-98,0
28091,452,0
28092,238,0
28093,-3,0
28094,89,0
28095,74,0
28096,329,0
28097,,
28098,-17,1
28099,,
28100,-50,0
28101,456,0
28102,-78,0
28103,-8,0
28104,-92,0
28105,167,0
28106,-65,0
28107,15,0
28108,,
28109,-152,0
28110,,
28111,,
28112,238,0
28113,105,0
28114,-23,0
28115,,
28116,2557,0
28117,,
28118,-60,0
28119,2,0
28120,98,1
28121,68,0
28122,,
28123,-13,0
28124,146,0
28125,379,0
28126,240,0
28127,97,0
28128,157,1
28129,,
28130,-32,0
28131,75,0
28132,-95,0
28133,,
28134,64,1
28135,-34,0
28136,,
28137,,
28138,12,0
28139,,
28140,87,0
28141,92,0
28142,,
28143,171,0
28144,533,1
28145,-32,0
28146,-11,1
28147,,
28148,855,1
28149,-70,0
28150,144,1
28151,11,1
28152,238,1
28153,17,0
28154,322,0
28155,194,0
28156,135,0
28157,-53,0
28158,106,0
28159,-4,0
28160,12,0
28161,336,0
28162,-30,0
28163,648,0
28164,14,0
28165,,
28166,,
28167,-29,0
28168,26,0
28169,267,0
28170,419,0
28171,425,1
28172,-63,0
28173,223,0
28174,,
28175,63,0
28176,-40,0
28177,11,0
28178,139,0
28179,-65,0
28180,26,1
28181,245,1
28182,,
28183,832,0
28184,-2,0
28185,69,1
28186,160,1
28187,,
28188,512,0
28189,,
28190,1651,0
28191,-9,0
28192,-32,0
28193,554,1
28194,264,0
28195,55,0
28196,395,0
28197,7,0
28198,289,0
28199,,
28200,61,0
28201,19,0
28202,,
28203,248,0
28204,-64,0
28205,-159,0
28206,105,0
28207,844,0
28208,,
28209,,
28210,35,0
28211,78,1
28212,535,0
28213,106,0
28214,,
28215,606,0
28216,-66,1
28217,-3,0
28218,-8,0
28219,-15,0
28220,720,0
28221,407,0
28222,,
28223,,
28224,-58,0
28225,41,1
28226,129,0
28227,227,0
28228,715,0
28229,-52,0
28230,-45,1
28231,-97,0
28232,614,1
28233,-134,0
28234,108,0
28235,-13,0
28236,23,1
28237,6,0
28238,-27,0
28239,153,0
28240,324,0
28241,227,0
28242,550,0
28243,488,1
28244,-157,1
28245,,
28246,-10,0
28247,,
28248,387,1
28249,,
28250,132,1
28251,-6,0
28252,133,0
28253,-20,0
28254,12,0
28255,-9,1
28256,103,0
28257,44,0
28258,434,0
28259,474,0
28260,-23,0
28261,1,0
28262,589,0
28263,278,0
28264,348,0
28265,,
28266,-42,0
28267,127,1
28268,,
28269,-7,1
28270,8,0
28271,-27,0
28272,,
28273,3258,0
28274,-49,0
28275,1,0
28276,-17,1
28277,-40,1
28278,240,0
28279,84,0
28280,306,0
28281,-41,0
28282,-22,0
28283,930,0
28284,-30,0
28285,,
28286,,
28287,22,0
28288,-53,0
28289,159,1
28290,79,0
28291,-46,0
28292,,
28293,251,0
28294,-123,0
28295,,
28296,-18,0
28297,,
28298,349,1
28299,,
28300,-22,0
28301,-142,0
28302,-21,0
28303,848,0
28304,69,0
28305,859,0
28306,,
28307,,
28308,15,0
28309,21,1
28310,-3,0
28311,,
28312,-74,0
28313,6,0
28314,-24,1
28315,678,0
28316,-8,0
28317,,
28318,-49,0
28319,,
28320,148,0
28321,-115,0
28322,-15,0
28323,-85,0
28324,789,1
28325,-173,1
28326,1770,0
28327,143,1
28328,-26,0
28329,-45,1
28330,-52,0
28331,-29,1
28332,-87,1
28333,-122,0
28334,62,0
28335,525,0
28336,-5,0
28337,37,0
28338,168,0
28339,,
28340,-6,0
28341,,
28342,65,0
28343,70,0
28344,42,0
28345,295,0
28346,225,0
28347,-7,0
28348,,
28349,,
28350,884,0
28351,17,0
28352,,
28353,,
28354,-24,0
28355,749,1
28356,-25,1
28357,-130,1
28358,-146,1
28359,,
28360,69,0
28361,658,1
28362,,
28363,,
28364,409,0
28365,940,0
28366,154,1
28367,44,0
28368,138,1
28369,275,1
28370,-51,0
28371,-5,0
28372,1615,0
28373,,
28374,515,0
28375,17,0
28376,20,0
28377,,
28378,-29,0
28379,-50,0
28380,334,0
28381,,
28382,-24,1
28383,501,0
28384,109,0
28385,-131,0
28386,,
28387,-157,0
28388,91,1
28389,746,0
28390,640,0
28391,76,1
28392,1365,0
28393,-112,1
28394,-89,0
28395,118,0
28396,,
28397,,
28398,124,0
28399,-54,0
28400,-86,0
28401,15,0
28402,150,0
28403,107,0
28404,-34,1
28405,172,0
28406,-12,0
28407,28,0
28408,18,0
28409,606,0
28410,12,0
28411,202,0
28412,-41,1
28413,20,1
28414,-95,1
28415,226,0
28416,-16,0
28417,734,1
28418,,
28419,368,0
28420,,
28421,209,0
28422,-90,0
28423,194,0
28424,,
28425,253,0
28426,776,1
28427,-40,0
28428,-51,0
28429,584,0
28430,-4,0
28431,88,0
28432,280,0
28433,-70,0
28434,,
28435,,
28436,144,0
28437,-18,0
28438,292,0
28439,47,0
28440,47,0
28441,-129,1
28442,,
28443,357,0
28444,71,0
28445,,
28446,-64,0
28447,-38,0
28448,-83,0
28449,25,0
28450,-30,0
28451,234,0
28452,-24,0
28453,-1,0
28454,-24,0
28455,,
28456,131,0
28457,,
28458,-68,0
28459,52,0
28460,348,1
28461,1346,0
28462,566,1
28463,-33,0
28464,24,0
28465,35,0
28466,413,0
28467,-164,1
28468,-1,0
28469,-14,0
28470,-99,0
28471,-46,0
28472,82,0
28473,-35,0
28474,,
28475,-72,0
28476,499,0
28477,-52,0
28478,467,0
28479,215,0
28480,81,0
28481,,
28482,171,0
28483,-7,0
28484,-53,1
28485,133,0
28486,44,0
28487,-55,0
28488,-1,0
28489,298,0
28490,37,0
28491,202,1
28492,-145,0
28493,-25,0
28494,-17,0
28495,-33,0
28496,109,0
28497,-16,0
28498,-168,1
28499,266,1
28500,1276,0
28501,-75,0
28502,129,0
28503,108,0
28504,-82,0
28505,-69,0
28506,88,1
28507,-17,0
28508,480,0
28509,-60,0
28510,,
28511,-21,0
28512,-94,0
28513,272,0
28514,162,0
28515,,
28516,-31,0
28517,122,0
28518,-40,0
28519,-140,0
28520,68,0
28521,-82,0
28522,-166,0
28523,,
28524,841,0
28525,-23,0
28526,-26,0
28527,-62,0
28528,,
28529,-31,1
28530,97,0
28531,29,0
28532,398,0
28533,-3,0
28534,-116,0
28535,810,0
28536,,
28537,-23,0
28538,,
28539,,
28540,-84,0
28541,-59,0
28542,269,0
28543,364,0
28544,113,0
28545,54,0
28546,-7,0
28547,-21,0
28548,-18,0
28549,-7,0
28550,616,0
28551,-37,0
28552,-167,0
28553,457,0
28554,205,1
28555,-73,0
28556,-12,0
28557,500,0
28558,-35,0
28559,676,0
28560,10,0
28561,-42,0
28562,325,0
28563,-107,0
28564,-127,0
28565,72,0
28566,237,0
28567,54,0
28568,301,0
28569,63,0
28570,269,1
28571,579,0
28572,78,0
28573,52,1
28574,18,0
28575,,
28576,238,0
28577,,
28578,29,0
28579,-18,0
28580,,
28581,,
28582,-9,0
28583,-40,0
28584,21,0
28585,-30,0
28586,-47,0
28587,845,0
28588,146,0
28589,-145,0
28590,-36,0
28591,38,0
28592,,
28593,-1,0
28594,320,0
28595,-121,0
28596,296,1
28597,334,1
28598,-56,0
28599,,
28600,89,1
28601,112,0
28602,2671,1
28603,-42,0
28604,132,0
28605,,
28606,-45,0
28607,-2,0
28608,180,0
28609,341,0
28610,465,0
28611,-98,1
28612,280,0
28613,,
28614,416,1
28615,-72,0
28616,20,0
28617,-12,0
28618,,
28619,728,0
28620,181,0
28621,,
28622,-82,0
28623,446,0
28624,-25,0
28625,543,0
28626,-1,0
28627,,
28628,-9,1
28629,,
28630,,
28631,,
28632,-106,0
28633,25,0
28634,-10,0
28635,,
28636,-30,0
28637,,
28638,262,1
28639,,
28640,376,0
28641,-3,0
28642,-15,0
28643,-3,0
28644,49,0
28645,,
28646,,
28647,80,0
28648,181,0
28649,281,0
28650,614,0
28651,,
28652,-26,1
28653,593,0
28654,167,0
28655,13,0
28656,-11,1
28657,551,0
28658,307,0
28659,52,0
28660,-72,0
28661,-44,0
28662,0,0
28663,-31,0
28664,475,0
28665,-38,0
28666,86,0
28667,-135,0
28668,,
28669,339,1
28670,62,0
28671,,
28672,204,0
28673,507,1
28674,1067,0
28675,-63,1
28676,,
28677,-78,0
28678,-23,0
28679,-104,0
28680,241,0
28681,554,0
28682,118,0
28683,36,0
28684,38,0
28685,163,0
28686,768,1
28687,,
28688,190,0
28689,-100,0
28690,-15,0
28691,1053,1
28692,-2,0
28693,69,0
28694,41,0
28695,,
28696,-65,0
28697,414,0
28698,-72,1
28699,29,0
28700,-31,0
28701,494,0
28702,231,0
28703,-18,0
28704,-82,0
28705,417,0
28706,,
28707,-41,0
28708,6,0
28709,67,0
28710,590,0
28711,,
28712,-26,0
28713,312,0
28714,730,0
28715,62,0
28716,-87,0
28717,,
28718,-89,0
28719,242,1
28720,231,0
28721,,
28722,53,0
28723,,
28724,135,0
28725,-36,0
28726,47,0
28727,352,0
28728,,
28729,161,0
28730,13,0
28731,,
28732,58,0
28733,-39,0
28734,-27,1
28735,-1,0
28736,96,0
28737,-8,0
28738,109,0
28739,307,1
28740,-34,0
28741,202,0
28742,22,1
28743,,
28744,11,1
28745,-59,0
28746,-112,1
28747,-30,1
28748,-198,0
28749,-31,0
28750,,
28751,149,0
28752,-38,0
28753,1433,0
28754,,
28755,,
28756,-43,1
28757,36,0
28758,,
28759,114,0
28760,48,1
28761,10,0
28762,-60,1
28763,-138,1
28764,286,1
28765,390,0
28766,147,0
28767,114,0
28768,-11,0
28769,13,0
28770,39,1
28771,-49,1
28772,402,0
28773,92,0
28774,106,1
28775,135,1
28776,32,0
28777,374,0
28778,251,0
28779,,
28780,-15,0
28781,326,0
28782,,
28783,-141,0
28784,,
28785,45,0
28786,,
28787,-157,0
28788,9,0
28789,155,0
28790,36,0
28791,322,0
28792,-22,0
28793,78,1
28794,,
28795,-27,0
28796,-127,1
28797,,
28798,,
28799,254,0
28800,69,0
28801,-8,0
28802,-83,0
28803,235,1
28804,-9,0
28805,-101,0
28806,-41,0
28807,,
28808,-131,0
28809,162,1
28810,-21,0
28811,-29,0
28812,,
28813,984,0
28814,-60,0
