id,age,income,tenure9,district
29365,2,3,0.91,1200
29366,6,8,0.16,1300
29367,4,8,1.08,1200
29368,4,7,4.83,1200
29369,6,6,4.33,1200
29370,6,6,5.5,1200
29371,,6,11.33,1200
29372,4,9,8.66,1300
29373,1,7,4.5,1200
29374,3,1,2.83,1200
29375,2,6,7.25,1200
29376,,,1.25,1200
29377,5,6,29.41,1200
29378,,,2.91,1200
29379,3,1,2.58,1200
29380,4,8,4.25,1200
29381,4,9,10.41,1200
29382,3,6,1.16,1200
29383,,,1.66,1200
29384,2,6,2.5,1200
29385,5,7,3.83,1200
29386,5,5,7.5,1200
29387,,1,1.5,1300
29388,6,6,6.25,1200
29389,4,5,16.66,1200
29390,2,6,4.25,1200
29391,,,17.83,1300
29392,2,7,7.41,1200
29393,3,9,2.66,1200
29394,,,6.66,1200
29395,5,6,8.41,1200
29396,4,6,23.75,1200
29397,6,7,19.66,1200
29398,7,9,3,1100
29399,4,6,20.5,1200
29400,3,9,10.75,1200
29401,7,9,24.08,1200
29402,4,7,3.41,1200
29403,5,3,29.83,1200
29404,5,4,7.5,1200
29405,1,,6.83,1100
29406,6,5,7.16,1200
29407,4,5,11.5,1200
29408,1,2,8.83,1100
29409,,,1.58,1300
29410,,,35.25,1200
29411,,,6.33,1200
29412,5,9,6.75,1200
29413,5,6,29.41,1200
29414,2,6,7.25,1200
29415,,,7.91,1200
29416,5,6,1.33,1300
29417,2,8,6.58,1200
29418,3,9,15.66,1200
29419,4,6,15.16,1200
29420,,,7.41,1200
29421,,,17.33,1200
29422,4,7,12.41,1200
29423,5,9,19.66,1200
29424,3,7,4.16,1100
29425,1,7,7.58,1200
29426,3,6,11.16,1200
29427,2,8,3.75,1200
29428,7,7,21.41,1300
29429,3,8,15.66,1200
29430,4,6,1,1200
29431,5,7,25.08,1200
29432,2,3,7.08,1300
29433,,,0.66,1200
29434,,,8.41,1200
29435,5,7,15.5,1200
29436,3,6,11.16,1200
29437,3,6,3.75,1200
29438,,,5,1200
29439,4,7,28.75,1200
29440,3,6,2.58,1100
29441,2,7,0.91,1300
29442,,,3.66,1300
29443,4,3,30.58,1200
29444,4,8,15.66,1200
29445,5,4,8.41,1100
29446,,,5.08,1200
29447,4,8,13.25,1200
29448,4,8,16.66,1200
29449,6,1,8.75,1200
29450,2,1,1.25,1200
29451,,,8.91,1200
29452,4,7,22.83,1200
29453,6,5,9,1300
29454,4,7,3.08,1200
29455,3,6,7.08,1200
29456,6,6,32.08,1100
29457,,,11.66,1200
29458,7,1,15.5,1200
29459,5,5,1.41,1200
29460,,,32,1300
29461,6,6,19.08,1200
29462,,,5.08,1200
29463,6,6,6.75,1100
29464,,,21.16,1200
29465,,,0.91,1200
29466,4,6,14.25,1200
29467,,,11.66,1200
29468,,,2.5,1100
29469,3,6,17.08,1300
29470,3,7,10.83,1200
29471,5,7,28.83,1200
29472,,,13.58,1200
29473,2,4,9.5,1100
29474,4,1,10.75,1200
29475,7,4,24.08,1200
29476,4,5,25.08,1100
29477,,,6.58,1200
29478,,,3.83,1200
29479,4,6,8.91,1200
29480,,,0.66,1200
29481,4,9,5.91,1200
29482,4,9,14.08,1200
29483,,,4.33,1200
29484,5,4,8.83,1200
29485,,,22.08,1200
29486,3,6,4.33,1200
29487,,,2,1200
29488,3,5,13.41,1200
29489,3,6,16.58,1100
29490,6,7,32.41,1200
29491,3,3,12,1200
29492,6,6,22.41,1200
29493,5,7,19.16,1200
29494,3,6,11.16,1100
29495,,,5.58,1300
29496,3,4,4.41,1200
29497,7,5,4.08,1100
29498,,,27.5,1200
29499,3,9,12.08,1200
29500,5,3,10.83,1200
29501,,,3.58,1300
29502,6,7,3.66,1200
29503,,,5.25,1200
29504,,,22.08,1200
29505,,,1,1200
29506,,,5.75,1200
29507,2,5,0.83,1100
29508,2,4,7.41,1100
29509,,6,10.83,1200
29510,3,6,9.75,1200
29511,,,8.5,1200
29512,4,6,3.41,1100
29513,3,6,12,1200
29514,3,7,13.91,1200
29515,,,4.33,1200
29516,,,28.08,1200
29517,,,0.5,1200
29518,7,2,36.25,1100
29519,,,10.75,1200
29520,3,9,6.91,1200
29521,,,23.5,1200
29522,3,4,14.41,1200
29523,2,3,10.75,1200
29524,,,4.66,1200
29525,7,6,5.91,1200
29526,4,3,3.66,1100
29527,2,3,8.25,1200
29528,7,,10.58,1200
29529,2,6,20.66,1200
29530,4,6,3.5,1200
29531,,,13.08,1100
29532,4,9,3.58,1200
29533,,,0.58,1200
29534,4,4,7.91,1200
29535,3,7,3.91,1200
29536,7,4,25.41,1200
29537,3,7,5.41,1100
29538,,,5.5,1200
29539,3,8,1.66,1100
29540,,,20.5,1200
29541,,,15.83,1200
29542,3,8,8.08,1200
29543,,,3.5,1200
29544,6,6,5.66,1100
29545,7,3,16.83,1300
29546,6,3,24.91,1200
29547,,,3.5,1200
29548,3,5,1.5,1200
29549,5,6,4.41,1200
29550,3,8,8,1300
29551,5,6,14.75,1200
29552,4,9,5.83,1200
29553,,,0.41,1200
29554,3,8,0.41,1200
29555,3,9,10.91,1200
29556,,,12,1200
29557,2,8,11.41,1200
29558,3,6,7.91,1200
29559,,,8,1200
29560,,,9.5,1100
29561,4,9,3.66,1200
29562,6,3,7.25,1200
29563,,,3,1200
29564,3,3,1.33,1200
29565,3,7,15.83,1200
29566,4,3,28.41,1200
29567,7,6,5.25,1100
29568,4,9,10.75,1200
29569,5,5,10.66,1200
29570,,,1.16,1200
29571,,,4.83,1100
29572,7,7,9,1200
29573,4,8,17.83,1200
29574,7,6,30.83,1200
29575,3,3,1.16,1300
29576,6,8,32.5,1300
29577,,,1.83,1200
29578,,,9.58,1200
29579,5,6,27.08,1200
29580,,,5.16,1200
29581,7,3,1.83,1100
29582,,,1.83,1200
29583,4,7,9.75,1200
29584,5,4,8.41,1300
29585,3,7,15.5,1300
29586,4,7,3,1200
29587,,,32.58,1200
29588,3,7,16.41,1200
29589,2,9,8.5,1200
29590,3,8,3.5,1200
29591,4,6,8,1200
29592,2,1,12.5,1200
29593,5,5,10.66,1200
29594,2,3,11.58,1300
29595,,,5.33,1200
29596,,,7.5,1200
29597,2,3,4.75,1200
29598,2,6,11,1200
29599,,,4.83,1200
29600,7,4,5.33,1200
29601,2,7,4.16,1200
29602,4,,17.08,1200
29603,4,8,9.25,1200
29604,5,1,17.75,1200
29605,5,1,28.5,1200
29606,7,3,9.91,1200
29607,4,3,15.25,1200
29608,7,6,16.83,1200
29609,,,27.25,1200
29610,,1,18.33,1300
29611,,6,3.25,1200
29612,2,7,4.33,1200
29613,4,6,22.83,1200
29614,3,4,17.16,1300
29615,3,9,11.91,1200
29616,6,1,19.08,1100
29617,2,5,5.33,1200
29618,,,11.58,1200
29619,2,9,5.5,1200
29620,3,3,10.58,1200
29621,3,6,20.5,1200
29622,4,9,4,1200
29623,3,7,2.58,1200
29624,,,0.33,1100
29625,3,2,4.75,1300
29626,7,6,10.5,1200
29627,3,9,13,1200
29628,,,1.25,1200
29629,4,6,25.66,1200
29630,3,9,9.16,1200
29631,5,9,6.5,1200
29632,2,1,6.16,1200
29633,4,6,9.66,1300
29634,,,2.58,1200
29635,6,3,22.66,1200
29636,,,12.58,1200
29637,3,8,2.75,1100
29638,4,6,8.08,1200
29639,4,7,12.33,1200
29640,3,8,3.83,1200
29641,,,7.16,1200
29642,4,5,3.33,1100
29643,4,2,3.25,1200
29644,6,2,1.41,1200
29645,3,8,4.5,1200
29646,4,6,9.25,1200
29647,4,3,1.08,1200
29648,2,3,7.41,1200
29649,3,8,6.91,1200
29650,3,6,11.33,1200
29651,4,3,0.41,1200
29652,3,6,6.75,1300
29653,6,6,24.08,1200
29654,4,6,13.25,1200
29655,4,9,20.41,1200
29656,4,7,1.41,1200
29657,5,3,25.91,1200
29658,6,6,11.66,1200
29659,,,6.83,1200
29660,5,7,27.91,1200
29661,4,9,13.91,1200
29662,4,7,0.91,1200
29663,,,10.08,1100
29664,5,8,23.58,1200
29665,,,3.5,1200
29666,,9,24.83,1200
29667,6,7,3.66,1200
29668,3,6,12.16,1200
29669,5,6,5.33,1200
29670,4,9,2.91,1200
29671,5,3,22.58,1200
29672,4,8,6.91,1200
29673,2,4,5.83,1200
29674,4,4,12.5,1200
29675,3,5,9.58,1200
29676,5,1,26.83,1200
29677,7,7,35.66,1300
29678,3,8,8.08,1200
29679,4,6,1.41,1200
29680,4,6,11.33,1200
29681,3,7,3.91,1200
29682,3,7,3.08,1200
29683,3,8,3.58,1200
29684,,,1.16,1200
29685,2,3,6.08,1200
29686,3,4,4.41,1200
29687,,8,6.66,1200
29688,7,6,13.25,1200
29689,3,3,21,1100
29690,,,8.41,1200
29691,2,3,1.75,1100
29692,1,8,6.33,1300
29693,6,6,32.75,1200
29694,,,6.83,1200
29695,,,10.16,1200
29696,2,3,2.41,1200
29697,,3,1.41,1300
29698,2,4,2.91,1300
29699,5,9,27.33,1200
29700,3,6,14.16,1200
29701,4,7,15.66,1200
29702,,,1,1200
29703,2,1,5.58,1200
29704,,,21.58,1200
29705,3,9,2.16,1100
29706,7,8,24.08,1200
29707,3,9,14.08,1200
29708,7,5,3.75,1300
29709,3,9,2.66,1300
29710,5,5,40.5,1200
29711,,,29.66,1200
29712,3,9,7.5,1200
29713,7,4,6.25,1100
29714,6,7,15.83,1200
29715,4,6,8.41,1200
29716,7,8,10.08,1200
29717,2,6,3.5,1300
29718,3,6,2.41,1200
29719,3,6,9.5,1200
29720,,,26.83,1100
29721,,,16.75,1100
29722,4,7,2.58,1300
29723,4,7,19.83,1200
29724,5,4,12.16,1100
29725,4,6,22,1300
29726,4,9,15.16,1200
29727,,,2.25,1200
29728,4,9,4,1200
29729,,,0.33,1200
29730,3,6,11.08,1200
29731,,,4.58,1200
29732,2,6,6.41,1200
29733,,,16.66,1300
29734,3,9,20.41,1200
29735,,,4.08,1300
29736,3,9,1.25,1200
29737,6,4,1.33,1200
29738,,,2.41,1300
29739,2,6,1.83,1200
29740,,,5.25,1200
29741,5,2,8.25,1200
29742,5,6,21.58,1200
29743,2,6,9.16,1200
29744,,,11.58,1100
29745,6,9,20.83,1200
29746,2,6,4.58,1200
29747,3,8,6.5,1200
29748,,,3.83,1300
29749,4,5,7.91,1200
29750,4,5,9.08,1200
29751,4,8,20.33,1100
29752,,,16.66,1200
29753,5,9,4.91,1200
29754,2,4,0.41,1200
29755,,,10,1200
29756,,,29.75,1300
29757,,,0.41,1200
29758,3,9,13.91,1200
29759,3,6,9,1200
29760,6,5,2.58,1100
29761,3,1,0.25,1200
29762,7,6,7.25,1200
29763,7,1,7.33,1200
29764,3,,7.41,1200
29765,,,9.41,1200
29766,4,6,9.5,1200
29767,3,6,6,1200
29768,3,3,6.75,1200
29769,4,6,5.66,1200
29770,,,2.91,1300
29771,5,5,7.58,1300
29772,5,6,23.08,1200
29773,5,6,9.5,1200
29774,5,1,8.58,1300
29775,3,,2.83,1200
29776,,,3.75,1100
29777,6,9,38.25,1200
29778,3,7,5.33,1200
29779,2,3,5.66,1200
29780,7,3,6.75,1200
29781,3,9,12.75,1200
29782,3,3,0.33,1200
29783,6,,39.41,1200
29784,7,6,39.66,1200
29785,5,4,34.66,1200
29786,7,1,7.16,1200
29787,2,6,11.91,1200
29788,,,5.5,1200
29789,6,3,32.91,1200
29790,,,1.75,1200
29791,3,7,7.58,1200
29792,7,,10.41,1200
29793,5,8,26.16,1200
29794,,,0.58,1200
29795,,,10.91,1200
29796,4,6,11.16,1200
29797,,,9.66,1200
29798,5,9,0.16,1200
29799,2,7,14.33,1200
29800,7,2,25.16,1300
29801,3,7,6.91,1200
29802,,,4.33,1200
29803,,,2.33,1200
29804,6,8,7.25,1200
29805,4,,11.66,1200
29806,,,3,1200
29807,7,2,27.16,1300
29808,4,4,20.08,1200
29809,2,3,5.91,1200
29810,,,2.08,1300
29811,7,6,22.75,1200
29812,,,13.16,1200
29813,2,9,13.25,1200
29814,5,6,26.91,1200
29815,,,10.16,1100
29816,,,20.66,1300
29817,,,2.66,1200
29818,5,9,8.83,1200
29819,5,4,2.08,1100
29820,4,5,9.25,1100
29821,4,6,25.66,1200
29822,2,5,3.33,1200
29823,,,6.5,1100
29824,5,6,20.25,1200
29825,,,1.75,1200
29826,5,7,9,1200
29827,,,5.58,1200
29828,3,3,8.41,1200
29829,5,4,12.75,1200
29830,,,19.91,1100
29831,3,9,6.16,1200
29832,,,7.08,1100
29833,4,5,5.33,1300
29834,,,12.16,1300
29835,7,2,1,1100
29836,4,7,5.41,1200
29837,,,15.08,1200
29838,2,9,6.08,1200
29839,3,4,15.16,1200
29840,,,5.25,1200
29841,4,9,2.58,1200
29842,,,0.75,1200
29843,,,22.66,1200
29844,3,9,12.16,1200
29845,2,9,7.66,1200
29846,1,2,1.66,1200
29847,6,5,7.08,1200
29848,3,7,13.5,1200
29849,3,4,0.75,1200
29850,,,20.08,1200
29851,5,6,6,1100
29852,,,30.08,1200
29853,4,1,2.75,1200
29854,,,3.33,1200
29855,4,6,6.75,1300
29856,4,9,17.75,1200
29857,2,1,5.66,1200
29858,7,7,10.16,1200
29859,,,5.75,1200
29860,4,6,3.58,1200
29861,5,7,4.08,1200
29862,4,9,17.75,1200
29863,7,9,9.75,1200
29864,,,3.41,1300
29865,4,1,0.58,1200
29866,5,7,6.5,1200
29867,,,19,1100
29868,6,4,24.83,1200
29869,,,7.83,1100
29870,2,7,3,1200
29871,6,3,19.08,1200
29872,,,7.5,1200
29873,6,1,39.5,1300
29874,3,7,1.08,1300
29875,1,6,2.75,1200
29876,4,7,1.25,1200
29877,,,12.66,1200
29878,6,7,17.41,1200
29879,,,3,1200
29880,,,9.41,1200
29881,,,10.83,1200
29882,7,1,30.83,1100
29883,,,8.25,1200
29884,2,3,13.58,1200
29885,,,2.08,1200
29886,,,2.25,1100
29887,3,8,18.41,1200
29888,4,9,7.08,1200
29889,,,2.16,1200
29890,2,8,2.75,1200
29891,,,2.25,1300
29892,4,6,6.66,1200
29893,,,6.83,1200
29894,4,9,7.33,1200
29895,,,8.58,1200
29896,7,4,25.41,1200
29897,3,6,9.66,1300
29898,2,8,3.91,1200
29899,,,1.41,1200
29900,6,5,34.33,1100
29901,2,7,7.08,1200
29902,,,20.08,1300
29903,6,4,25.08,1200
29904,2,1,6.41,1200
29905,7,8,12.16,1200
29906,3,,5.83,1200
29907,5,5,1.83,1100
29908,3,5,10,1200
29909,,,1.5,1200
29910,4,6,16.66,1200
29911,,6,2.33,1200
29912,3,4,7.91,1100
29913,7,6,30.66,1200
29914,3,4,5,1200
29915,3,7,7.83,1200
29916,7,9,7.91,1200
29917,4,8,9.5,1200
29918,3,8,4.08,1200
29919,2,8,6.66,1300
29920,,,13.25,1300
29921,,,0.75,1200
29922,,,1.58,1200
29923,,,1.66,1200
29924,5,5,0.75,1200
29925,4,9,15.66,1200
29926,5,7,11.58,1200
29927,4,5,4.33,1200
29928,2,8,8.5,1200
29929,5,6,19.08,1300
29930,,8,2.5,1200
29931,,,12.33,1200
29932,2,3,1.66,1200
29933,,,2.5,1300
29934,2,3,6.33,1200
29935,3,9,7.16,1200
29936,3,7,4,1200
29937,2,2,3.41,1300
29938,,,6.75,1200
29939,4,6,2.25,1200
29940,6,1,3,1100
29941,7,6,23.16,1200
29942,2,3,5.66,1200
29943,5,6,7.83,1200
29944,5,6,29.5,1200
29945,,,0.16,1200
29946,5,6,1.66,1200
29947,3,6,11.33,1200
29948,,,1.08,1200
29949,4,6,7.58,1200
29950,3,9,2.16,1200
29951,,,1.91,1300
29952,2,3,2.83,1200
29953,3,6,8.5,1200
29954,,,14.08,1200
29955,7,6,4.75,1100
29956,,,7.41,1100
29957,3,2,3,1300
29958,,,3.33,1100
29959,3,6,7.58,1200
29960,,,7.83,1300
29961,7,3,16.91,1100
29962,,,11.66,1200
29963,3,3,0.83,1100
29964,4,9,12.08,1200
29965,,,2.66,1100
29966,7,3,17.16,1200
29967,5,4,14.75,1300
29968,5,6,16.25,1300
29969,3,9,16.08,1200
29970,4,9,11.58,1200
29971,,,17.33,1200
29972,4,9,9.83,1200
29973,5,1,25.5,1100
29974,5,5,21.83,1200
29975,6,3,10.66,1200
29976,2,3,7.58,1200
29977,4,7,10.08,1100
29978,3,3,0.66,1200
29979,5,,18.16,1200
29980,,,5.33,1200
29981,6,4,27.75,1200
29982,4,9,8.66,1200
29983,,,22.16,1200
29984,3,6,16.75,1200
29985,,,1.5,1200
29986,4,,2.66,1200
29987,,,3.25,1200
29988,2,3,4.16,1200
29989,6,9,8.75,1200
29990,,,18.5,1200
29991,4,9,20.58,1200
29992,4,5,11.83,1300
29993,,,14.91,1200
29994,3,1,3.41,1200
29995,,,20.91,1200
29996,7,3,12.75,1300
29997,4,3,23.75,1300
29998,4,1,29.33,1200
29999,3,7,7.5,1200
30000,,,11.41,1200
30001,,,10.5,1200
30002,,,1.25,1200
30003,4,9,6.91,1200
30004,,6,4.08,1200
30005,4,6,20.58,1300
30006,,,8.08,1300
30007,4,9,2.33,1200
30008,3,7,3.83,1200
30009,3,,4.33,1200
30010,3,6,4.75,1200
30011,,,6.66,1200
30012,2,1,5.75,1200
30013,7,1,3.75,1300
30014,2,5,13.66,1200
30015,2,6,6.5,1200
30016,2,6,0.58,1200
30017,5,7,25.41,1300
30018,4,6,15,1200
30019,5,7,20.83,1200
30020,4,9,9.75,1200
30021,3,9,8.66,1200
30022,5,7,27.25,1200
30023,3,9,19.33,1200
30024,3,5,21.91,1200
30025,3,6,1.75,1200
30026,3,5,3.91,1100
30027,7,9,2.41,1200
30028,,,1.66,1300
30029,2,9,6.58,1200
30030,2,4,4.66,1200
30031,7,9,13.41,1200
30032,5,7,0.33,1200
30033,4,9,8.5,1200
30034,2,7,9,1200
30035,,,23.83,1200
30036,6,4,21.25,1200
30037,1,1,2.25,1200
30038,3,6,14.75,1200
30039,,,3.58,1200
30040,3,6,11.91,1200
30041,6,7,6.75,1200
30042,,,0.41,1100
30043,,,6,1100
30044,3,5,3.16,1200
30045,3,8,1.33,1200
30046,2,6,14.41,1200
30047,,,18.58,1200
30048,,,12.58,1200
30049,,,1.66,1200
30050,6,1,3.58,1300
30051,2,4,12.66,1200
30052,3,7,5.58,1300
30053,,,5.91,1200
30054,,,4.83,1100
30055,3,9,20,1200
30056,,,15.58,1200
30057,7,6,15.83,1200
30058,5,8,7.25,1200
30059,7,5,38.5,1100
30060,5,4,27.75,1200
30061,2,4,7.41,1200
30062,3,7,24.08,1200
30063,5,6,31.41,1200
30064,5,5,27.66,1200
30065,3,6,0.58,1200
30066,3,1,0.75,1200
30067,4,1,11.58,1200
30068,7,1,40.16,1100
30069,4,4,17,1200
30070,,,2.66,1200
30071,,,14.83,1200
30072,,,4.33,1100
30073,,,2.33,1200
30074,2,9,2.91,1200
30075,2,7,4.25,1200
30076,2,1,1.58,1200
30077,,,4.58,1200
30078,3,3,6.83,1200
30079,4,7,22.16,1200
30080,2,9,4.66,1100
30081,7,3,22.08,1200
30082,2,9,1.66,1200
30083,5,3,8.25,1100
30084,6,6,13.66,1200
30085,3,9,5.16,1200
30086,3,5,7.08,1300
30087,7,9,19.33,1200
30088,1,5,11.33,1200
30089,2,4,3,1200
30090,2,6,8.41,1200
30091,3,4,24.08,1200
30092,4,6,15.75,1200
30093,,,0.75,1200
30094,5,6,22.5,1200
30095,4,3,4.5,1200
30096,4,5,2.75,1200
30097,,3,3.41,1200
30098,3,6,16.5,1200
30099,2,3,3.25,1300
30100,5,7,4.91,1200
30101,,,0.91,1200
30102,6,5,7,1200
30103,,,9.5,1300
30104,3,9,6.25,1200
30105,2,2,6.75,1200
30106,1,4,1.08,1200
30107,4,9,9.16,1200
30108,,,13.25,1200
30109,1,3,1.33,1200
30110,,,4.33,1100
30111,,,0.75,1200
30112,4,6,10.58,1200
30113,2,9,8,1200
30114,,,1.91,1200
30115,3,8,10.16,1200
30116,,,3.83,1200
30117,6,6,2,1200
30118,5,6,18.66,1100
30119,6,2,7.66,1200
30120,3,9,19.41,1200
30121,6,9,3.33,1200
30122,7,4,20.83,1200
30123,3,3,8.91,1200
30124,,5,20.25,1100
30125,4,3,11.16,1200
30126,4,6,7.08,1200
30127,2,6,1.91,1200
30128,3,3,2.58,1200
30129,3,9,2.58,1200
30130,3,4,1.33,1300
30131,2,3,14.25,1200
30132,4,9,11.41,1300
30133,2,7,9.83,1300
30134,,,6.58,1200
30135,4,1,3.41,1100
30136,,,5.91,1200
30137,3,6,6.33,1200
30138,3,6,13.58,1200
30139,6,7,18.66,1200
30140,2,4,5.33,1100
30141,5,6,3.5,1200
30142,,,9.5,1200
30143,4,8,28.08,1200
30144,3,2,2.16,1200
30145,,,5.75,1200
30146,,,2.5,1300
30147,,,13.66,1200
30148,6,6,27,1200
30149,4,8,18.66,1200
30150,3,7,2.41,1200
30151,3,2,1.58,1200
30152,5,8,23.91,1100
30153,4,7,23,1200
30154,,,8.08,1200
30155,4,5,21.25,1100
30156,7,4,5.25,1100
30157,3,5,9.66,1100
30158,6,6,18.33,1200
30159,2,8,3.5,1200
30160,4,6,22.66,1300
30161,3,7,19.41,1200
30162,3,7,4.58,1200
30163,6,9,39.25,1300
30164,,,0.41,1200
30165,4,9,15.66,1200
30166,,,4.33,1100
30167,,,9.66,1200
30168,3,6,11.5,1200
30169,5,1,16.16,1200
30170,5,7,6.75,1100
30171,,,2.16,1200
30172,,,9.41,1200
30173,6,1,2.75,1200
30174,4,6,1.5,1200
30175,4,9,16.58,1200
30176,,,1.08,1200
30177,,,4.58,1200
30178,3,8,9.08,1200
30179,,,4.08,1200
30180,,,19.5,1200
30181,,,0.58,1200
30182,5,5,21.25,1200
30183,,,0.91,1200
30184,7,1,22.08,1200
30185,4,8,10.5,1200
30186,2,4,1.5,1100
30187,4,1,40.91,1200
30188,,,12.5,1200
30189,,,11.75,1200
30190,4,7,2.83,1200
30191,7,1,4.41,1200
30192,4,6,22.83,1200
30193,3,4,3.83,1200
30194,,,2,1200
30195,3,9,21,1200
30196,5,5,12.41,1300
30197,2,,2.5,1300
30198,4,4,22.08,1200
30199,1,7,0.33,1200
30200,,5,3.91,1200
30201,,,3,1200
30202,2,7,1.58,1200
30203,6,8,0.16,1200
30204,,,0.41,1300
30205,7,1,23.08,1200
30206,,,0.66,1200
30207,,,0.58,1200
30208,5,6,33.16,1200
30209,4,9,5.91,1200
30210,5,1,6.33,1100
30211,4,5,9,1200
30212,,,6.08,1200
30213,7,4,18.83,1200
30214,3,6,7.33,1200
30215,,,1.16,1200
30216,3,9,8,1200
30217,5,6,8.66,1200
30218,4,5,17.16,1200
30219,4,3,5.83,1300
30220,2,4,1.91,1200
30221,,,0.66,1200
30222,4,6,27.66,1100
30223,,,2.08,1200
30224,2,6,6.5,1200
30225,,,4.75,1200
30226,4,9,4.41,1200
30227,2,2,4.33,1200
30228,7,1,34.83,1200
30229,5,7,5.41,1200
30230,4,3,6.5,1200
30231,3,4,20.58,1200
30232,,,1.58,1200
30233,2,7,12.5,1200
30234,,,9,1200
30235,2,3,19.41,1200
30236,2,6,4.58,1200
30237,3,6,3.33,1200
30238,1,,2.33,1200
30239,4,7,1.25,1200
30240,,,11,1300
30241,2,9,1.58,1200
30242,3,6,7.41,1200
30243,,,12.75,1300
30244,3,7,13.58,1200
30245,2,7,7.5,1200
30246,6,8,20.66,1300
30247,4,6,3.83,1200
30248,7,8,32.83,1200
30249,,,1.16,1300
30250,3,7,5.91,1200
30251,,,12.58,1200
30252,2,4,3.5,1100
30253,2,4,3.83,1100
30254,,,1.75,1200
30255,,,6.33,1300
30256,5,5,32.58,1100
30257,4,,4.91,1300
30258,1,3,3.58,1200
30259,5,6,14.58,1200
30260,6,4,19,1200
30261,7,9,30.58,1200
30262,4,9,3.91,1200
30263,4,6,3.41,1300
30264,,,6.66,1200
30265,4,5,14.58,1100
30266,,5,14.41,1200
30267,,,7.41,1200
30268,4,6,9.58,1200
30269,7,2,10.58,1300
30270,6,6,24,1200
30271,2,6,5.91,1200
30272,5,9,14.58,1200
30273,4,5,2.25,1300
30274,5,9,19.41,1200
30275,5,4,11.25,1300
30276,,,17.91,1200
30277,2,5,20.16,1200
30278,3,9,15.08,1200
30279,4,4,6.5,1200
30280,7,9,21.25,1300
30281,4,,0.58,1200
30282,,,15.58,1200
30283,7,3,41.16,1300
30284,1,1,2.41,1200
30285,,,0.41,1200
30286,2,4,3.58,1100
30287,4,8,24.08,1200
30288,3,3,7.75,1200
30289,7,8,38.75,1200
30290,6,6,0.41,1300
30291,,,4.66,1200
30292,7,5,6.33,1200
30293,2,6,3.75,1200
30294,6,6,14.91,1200
30295,4,9,7.5,1200
30296,3,3,6.08,1200
30297,,8,17.25,1200
30298,4,3,6.83,1100
30299,4,9,5.41,1200
30300,6,5,14.33,1200
30301,4,1,2.33,1200
30302,2,6,7.66,1300
30303,6,2,4.58,1300
30304,,,25.08,1200
30305,4,7,7.58,1100
30306,,,2.75,1200
30307,3,8,12.75,1200
30308,2,,3.41,1200
30309,,,2.08,1200
30310,3,8,8,1300
30311,3,6,15.83,1200
30312,,,3.41,1100
30313,,,0.58,1200
30314,,,7.5,1200
30315,,,1.91,1200
30316,2,7,0.66,1200
30317,5,2,5.08,1300
30318,4,6,9.25,1200
30319,3,4,1.58,1300
30320,4,7,9.08,1200
30321,,,9.5,1100
30322,,,19.5,1200
30323,,,2.5,1200
30324,1,1,2.41,1200
30325,3,4,7.66,1100
30326,,,5.41,1200
30327,6,1,19.41,1200
30328,2,6,13.66,1200
30329,3,7,14.66,1200
30330,,,19.08,1100
30331,4,6,4,1200
30332,3,5,6.75,1200
30333,2,6,4.16,1200
30334,5,7,6.25,1200
30335,3,7,4.58,1100
30336,3,2,2.75,1300
30337,7,4,9.41,1200
30338,,,1.25,1200
30339,6,4,18.41,1300
30340,4,6,15.66,1200
30341,4,5,17.25,1100
30342,3,5,7.25,1200
30343,4,7,13.41,1300
30344,3,6,10.75,1200
30345,4,1,10,1200
30346,,,1.83,1200
30347,4,6,5.16,1200
30348,4,9,20.75,1200
30349,6,6,17.58,1300
30350,,,1,1200
30351,,,3.5,1200
30352,6,6,10.16,1200
30353,5,6,11.08,1300
30354,,,9.75,1300
30355,4,9,19.25,1200
30356,3,3,1.83,1200
30357,4,6,8,1300
30358,4,2,21.08,1200
30359,5,9,33.41,1200
30360,,,11.25,1200
30361,,,7,1200
30362,,2,3.33,1200
30363,4,6,0.66,1200
30364,5,2,5.91,1200
30365,3,6,8.41,1300
30366,6,7,2.91,1200
30367,4,9,2.75,1200
30368,1,3,1.75,1200
30369,4,6,8.08,1200
30370,2,1,3.41,1200
30371,3,7,12.5,1200
30372,3,4,22.25,1200
30373,,,4.41,1200
30374,2,5,5.16,1200
30375,,,15.5,1200
30376,3,9,19.16,1200
30377,5,4,11.41,1200
30378,5,7,7.41,1200
30379,3,7,3.41,1200
30380,4,4,0.75,1200
30381,4,4,15.25,1100
30382,,,15.5,1200
30383,3,3,8.25,1200
30384,7,6,5.91,1200
30385,4,6,3.75,1300
30386,4,9,8.08,1200
30387,5,7,23.25,1200
30388,3,1,3.33,1100
30389,4,1,16.41,1200
30390,3,4,10.66,1200
30391,,,7.41,1200
30392,3,3,10.66,1200
30393,,,9.58,1200
30394,3,6,3.41,1100
30395,3,7,4.75,1200
30396,7,6,14.5,1200
30397,3,7,3.33,1200
30398,4,6,11,1200
30399,,,15.33,1200
30400,3,7,8,1200
30401,4,8,7.33,1100
30402,,,4.91,1200
30403,7,5,7.33,1200
30404,2,3,4.58,1200
30405,1,3,0.91,1200
30406,5,2,3.08,1200
30407,5,5,10.5,1200
30408,,,5.58,1100
30409,2,6,1.16,1200
30410,,,29.25,1200
30411,2,3,6.41,1200
30412,3,,0.75,1200
30413,3,8,4.58,1200
30414,,,0.75,1200
